Model,TBS1102X
-4.328e-04,0
-4.320e-04,0
-4.312e-04,0
-4.304e-04,0
-4.296e-04,0
-4.288e-04,0
-4.280e-04,0
-4.272e-04,0
-4.264e-04,-0.04
-4.256e-04,0
-4.248e-04,0
-4.240e-04,0
-4.232e-04,0
-4.224e-04,0
-4.216e-04,0
-4.208e-04,0
-4.200e-04,0
-4.192e-04,0
-4.184e-04,0
-4.176e-04,0
-4.168e-04,0
-4.160e-04,0
-4.152e-04,-0.04
-4.144e-04,-0.04
-4.136e-04,0
-4.128e-04,0
-4.120e-04,-0.04
-4.112e-04,0
-4.104e-04,0
-4.096e-04,0
-4.088e-04,0
-4.080e-04,0
-4.072e-04,0
-4.064e-04,0
-4.056e-04,0
-4.048e-04,0
-4.040e-04,-0.04
-4.032e-04,-0.04
-4.024e-04,0
-4.016e-04,0
-4.008e-04,0
-4.000e-04,0
-3.992e-04,0
-3.984e-04,0
-3.976e-04,0
-3.968e-04,0
-3.960e-04,0
-3.952e-04,0
-3.944e-04,0
-3.936e-04,0
-3.928e-04,0
-3.920e-04,0
-3.912e-04,-0.04
-3.904e-04,-0.04
-3.896e-04,0
-3.888e-04,-0.04
-3.880e-04,-0.04
-3.872e-04,-0.04
-3.864e-04,0
-3.856e-04,0
-3.848e-04,0
-3.840e-04,0
-3.832e-04,0
-3.824e-04,0
-3.816e-04,0
-3.808e-04,0
-3.800e-04,0
-3.792e-04,0
-3.784e-04,0
-3.776e-04,0
-3.768e-04,0
-3.760e-04,0
-3.752e-04,0
-3.744e-04,0
-3.736e-04,0
-3.728e-04,0
-3.720e-04,-0.04
-3.712e-04,-0.04
-3.704e-04,0
-3.696e-04,0
-3.688e-04,-0.04
-3.680e-04,-0.04
-3.672e-04,0
-3.664e-04,0
-3.656e-04,0
-3.648e-04,0
-3.640e-04,0
-3.632e-04,0
-3.624e-04,0
-3.616e-04,0
-3.608e-04,0
-3.600e-04,0
-3.592e-04,-0.04
-3.584e-04,0
-3.576e-04,0
-3.568e-04,0
-3.560e-04,0
-3.552e-04,0
-3.544e-04,-0.04
-3.536e-04,0
-3.528e-04,0
-3.520e-04,0
-3.512e-04,0
-3.504e-04,0
-3.496e-04,-0.04
-3.488e-04,-0.04
-3.480e-04,-0.04
-3.472e-04,0
-3.464e-04,0
-3.456e-04,0
-3.448e-04,0
-3.440e-04,0
-3.432e-04,0
-3.424e-04,0
-3.416e-04,0
-3.408e-04,-0.04
-3.400e-04,0
-3.392e-04,0
-3.384e-04,0
-3.376e-04,-0.04
-3.368e-04,-0.04
-3.360e-04,0
-3.352e-04,0
-3.344e-04,0
-3.336e-04,0
-3.328e-04,0
-3.320e-04,-0.04
-3.312e-04,0
-3.304e-04,0
-3.296e-04,-0.04
-3.288e-04,-0.04
-3.280e-04,0
-3.272e-04,-0.04
-3.264e-04,0
-3.256e-04,0
-3.248e-04,0
-3.240e-04,0
-3.232e-04,0
-3.224e-04,0
-3.216e-04,0
-3.208e-04,-0.04
-3.200e-04,0
-3.192e-04,0
-3.184e-04,-0.04
-3.176e-04,0
-3.168e-04,0
-3.160e-04,-0.04
-3.152e-04,-0.04
-3.144e-04,0
-3.136e-04,-0.04
-3.128e-04,0
-3.120e-04,0
-3.112e-04,-0.04
-3.104e-04,0
-3.096e-04,0
-3.088e-04,0
-3.080e-04,0
-3.072e-04,-0.04
-3.064e-04,0
-3.056e-04,0
-3.048e-04,0
-3.040e-04,0
-3.032e-04,0
-3.024e-04,0
-3.016e-04,0
-3.008e-04,0
-3.000e-04,0
-2.992e-04,0
-2.984e-04,0
-2.976e-04,0
-2.968e-04,0
-2.960e-04,-0.04
-2.952e-04,0
-2.944e-04,0
-2.936e-04,-0.04
-2.928e-04,0
-2.920e-04,0
-2.912e-04,-0.04
-2.904e-04,-0.04
-2.896e-04,0
-2.888e-04,0
-2.880e-04,-0.04
-2.872e-04,0
-2.864e-04,0
-2.856e-04,0
-2.848e-04,0
-2.840e-04,0
-2.832e-04,-0.04
-2.824e-04,0
-2.816e-04,0
-2.808e-04,0
-2.800e-04,-0.04
-2.792e-04,-0.04
-2.784e-04,0
-2.776e-04,-0.04
-2.768e-04,-0.04
-2.760e-04,-0.04
-2.752e-04,0
-2.744e-04,0
-2.736e-04,-0.04
-2.728e-04,0
-2.720e-04,0
-2.712e-04,0
-2.704e-04,0
-2.696e-04,0
-2.688e-04,0
-2.680e-04,0
-2.672e-04,0
-2.664e-04,0
-2.656e-04,0
-2.648e-04,0
-2.640e-04,0
-2.632e-04,0
-2.624e-04,0
-2.616e-04,0
-2.608e-04,0
-2.600e-04,0
-2.592e-04,0
-2.584e-04,0
-2.576e-04,0
-2.568e-04,0
-2.560e-04,-0.04
-2.552e-04,0
-2.544e-04,0
-2.536e-04,0
-2.528e-04,-0.04
-2.520e-04,0
-2.512e-04,0
-2.504e-04,-0.04
-2.496e-04,0
-2.488e-04,-0.04
-2.480e-04,0
-2.472e-04,0
-2.464e-04,0
-2.456e-04,0
-2.448e-04,-0.04
-2.440e-04,0
-2.432e-04,0
-2.424e-04,0
-2.416e-04,0
-2.408e-04,-0.04
-2.400e-04,0
-2.392e-04,0
-2.384e-04,0
-2.376e-04,0
-2.368e-04,-0.04
-2.360e-04,0
-2.352e-04,0
-2.344e-04,0
-2.336e-04,0
-2.328e-04,-0.04
-2.320e-04,0
-2.312e-04,0
-2.304e-04,0
-2.296e-04,0
-2.288e-04,0
-2.280e-04,0
-2.272e-04,0
-2.264e-04,-0.04
-2.256e-04,-0.04
-2.248e-04,0
-2.240e-04,0
-2.232e-04,0
-2.224e-04,0
-2.216e-04,0
-2.208e-04,0
-2.200e-04,0
-2.192e-04,0
-2.184e-04,0
-2.176e-04,0
-2.168e-04,0
-2.160e-04,0
-2.152e-04,0
-2.144e-04,0
-2.136e-04,0
-2.128e-04,0
-2.120e-04,0
-2.112e-04,0
-2.104e-04,0
-2.096e-04,-0.04
-2.088e-04,0
-2.080e-04,-0.04
-2.072e-04,-0.04
-2.064e-04,0
-2.056e-04,0
-2.048e-04,-0.04
-2.040e-04,-0.04
-2.032e-04,0
-2.024e-04,0
-2.016e-04,0
-2.008e-04,0
-2.000e-04,0
-1.992e-04,-0.04
-1.984e-04,-0.04
-1.976e-04,-0.04
-1.968e-04,-0.04
-1.960e-04,0
-1.952e-04,-0.04
-1.944e-04,-0.04
-1.936e-04,-0.04
-1.928e-04,0
-1.920e-04,0
-1.912e-04,0
-1.904e-04,-0.04
-1.896e-04,0
-1.888e-04,0
-1.880e-04,0
-1.872e-04,0
-1.864e-04,-0.04
-1.856e-04,0
-1.848e-04,0
-1.840e-04,0
-1.832e-04,0
-1.824e-04,0
-1.816e-04,0
-1.808e-04,-0.04
-1.800e-04,0
-1.792e-04,0
-1.784e-04,-0.04
-1.776e-04,-0.04
-1.768e-04,-0.04
-1.760e-04,0
-1.752e-04,0
-1.744e-04,0
-1.736e-04,0
-1.728e-04,0
-1.720e-04,0
-1.712e-04,0
-1.704e-04,0
-1.696e-04,0
-1.688e-04,0
-1.680e-04,0
-1.672e-04,-0.04
-1.664e-04,0
-1.656e-04,0
-1.648e-04,0
-1.640e-04,0
-1.632e-04,0
-1.624e-04,0
-1.616e-04,-0.04
-1.608e-04,-0.04
-1.600e-04,0
-1.592e-04,0
-1.584e-04,0
-1.576e-04,0
-1.568e-04,0
-1.560e-04,-0.04
-1.552e-04,0
-1.544e-04,-0.04
-1.536e-04,0
-1.528e-04,0
-1.520e-04,-0.04
-1.512e-04,0
-1.504e-04,0
-1.496e-04,0
-1.488e-04,0
-1.480e-04,-0.04
-1.472e-04,0
-1.464e-04,-0.04
-1.456e-04,0
-1.448e-04,0
-1.440e-04,0
-1.432e-04,0
-1.424e-04,-0.04
-1.416e-04,-0.04
-1.408e-04,0
-1.400e-04,-0.04
-1.392e-04,0
-1.384e-04,0
-1.376e-04,0
-1.368e-04,-0.04
-1.360e-04,-0.04
-1.352e-04,-0.04
-1.344e-04,0
-1.336e-04,0
-1.328e-04,0
-1.320e-04,0
-1.312e-04,0
-1.304e-04,0
-1.296e-04,-0.04
-1.288e-04,0
-1.280e-04,0
-1.272e-04,0
-1.264e-04,0
-1.256e-04,-0.04
-1.248e-04,-0.04
-1.240e-04,0
-1.232e-04,0
-1.224e-04,0
-1.216e-04,0
-1.208e-04,0
-1.200e-04,0
-1.192e-04,0
-1.184e-04,-0.04
-1.176e-04,0
-1.168e-04,0
-1.160e-04,0
-1.152e-04,0
-1.144e-04,0
-1.136e-04,-0.04
-1.128e-04,0
-1.120e-04,0
-1.112e-04,0
-1.104e-04,-0.04
-1.096e-04,-0.04
-1.088e-04,0
-1.080e-04,0
-1.072e-04,-0.04
-1.064e-04,0
-1.056e-04,0
-1.048e-04,0
-1.040e-04,0
-1.032e-04,0
-1.024e-04,0
-1.016e-04,0
-1.008e-04,0
-1.000e-04,0
-9.920e-05,0
-9.840e-05,0
-9.760e-05,0
-9.680e-05,0
-9.600e-05,0
-9.520e-05,0
-9.440e-05,0
-9.360e-05,0
-9.280e-05,0
-9.200e-05,0
-9.120e-05,0
-9.040e-05,0
-8.960e-05,0
-8.880e-05,-0.04
-8.800e-05,0
-8.720e-05,0
-8.640e-05,0
-8.560e-05,0
-8.480e-05,0
-8.400e-05,0
-8.320e-05,0
-8.240e-05,-0.04
-8.160e-05,0
-8.080e-05,0
-8.000e-05,0
-7.920e-05,0
-7.840e-05,0
-7.760e-05,0
-7.680e-05,0
-7.600e-05,0
-7.520e-05,0
-7.440e-05,0
-7.360e-05,0
-7.280e-05,0
-7.200e-05,0
-7.120e-05,-0.04
-7.040e-05,0
-6.960e-05,0
-6.880e-05,0
-6.800e-05,0
-6.720e-05,0
-6.640e-05,0
-6.560e-05,0
-6.480e-05,0
-6.400e-05,0
-6.320e-05,0
-6.240e-05,0
-6.160e-05,0
-6.080e-05,-0.04
-6.000e-05,0
-5.920e-05,0
-5.840e-05,-0.04
-5.760e-05,0
-5.680e-05,0
-5.600e-05,0
-5.520e-05,0
-5.440e-05,0.16
-5.360e-05,0
-5.280e-05,0
-5.200e-05,0
-5.120e-05,0
-5.040e-05,0
-4.960e-05,0
-4.880e-05,0
-4.800e-05,-0.04
-4.720e-05,-0.04
-4.640e-05,-0.04
-4.560e-05,0
-4.480e-05,-0.04
-4.400e-05,0
-4.320e-05,0
-4.240e-05,0
-4.160e-05,0
-4.080e-05,-0.04
-4.000e-05,-0.04
-3.920e-05,0
-3.840e-05,0
-3.760e-05,0
-3.680e-05,0
-3.600e-05,0
-3.520e-05,0
-3.440e-05,0
-3.360e-05,0
-3.280e-05,-0.04
-3.200e-05,0
-3.120e-05,0
-3.040e-05,0
-2.960e-05,0
-2.880e-05,0
-2.800e-05,0
-2.720e-05,0.04
-2.640e-05,0.04
-2.560e-05,0.08
-2.480e-05,0.08
-2.400e-05,0.08
-2.320e-05,0.08
-2.240e-05,0.08
-2.160e-05,0.08
-2.080e-05,0.12
-2.000e-05,0.12
-1.920e-05,0.16
-1.840e-05,0.16
-1.760e-05,0.2
-1.680e-05,0.2
-1.600e-05,0.2
-1.520e-05,0.24
-1.440e-05,0.24
-1.360e-05,0.28
-1.280e-05,0.24
-1.200e-05,0.28
-1.120e-05,0.32
-1.040e-05,0.36
-9.600e-06,0.36
-8.800e-06,0.4
-8.000e-06,0.4
-7.200e-06,0.4
-6.400e-06,0.44
-5.600e-06,0.48
-4.800e-06,0.48
-4.000e-06,0.48
-3.200e-06,0.52
-2.400e-06,0.52
-1.600e-06,0.56
-8.000e-07,0.56
1.278e-17,0.6
8.000e-07,0.64
1.600e-06,0.64
2.400e-06,0.64
3.200e-06,0.64
4.000e-06,0.68
4.800e-06,0.68
5.600e-06,0.72
6.400e-06,0.76
7.200e-06,0.76
8.000e-06,0.8
8.800e-06,0.8
9.600e-06,0.8
1.040e-05,0.8
1.120e-05,0.84
1.200e-05,0.92
1.280e-05,0.88
1.360e-05,0.92
1.440e-05,0.92
1.520e-05,0.96
1.600e-05,0.96
1.680e-05,0.96
1.760e-05,1
1.840e-05,1
1.920e-05,1
2.000e-05,1.04
2.080e-05,1.04
2.160e-05,1.08
2.240e-05,1.08
2.320e-05,1.12
2.400e-05,1.12
2.480e-05,1.12
2.560e-05,1.16
2.640e-05,1.16
2.720e-05,1.16
2.800e-05,1.16
2.880e-05,1.2
2.960e-05,1.24
3.040e-05,1.24
3.120e-05,1.24
3.200e-05,1.28
3.280e-05,1.24
3.360e-05,1.28
3.440e-05,1.28
3.520e-05,1.28
3.600e-05,1.28
3.680e-05,1.28
3.760e-05,1.32
3.840e-05,1.36
3.920e-05,1.36
4.000e-05,1.36
4.080e-05,1.4
4.160e-05,1.36
4.240e-05,1.36
4.320e-05,1.4
4.400e-05,1.36
4.480e-05,1.4
4.560e-05,1.4
4.640e-05,1.44
4.720e-05,1.44
4.800e-05,1.44
4.880e-05,1.44
4.960e-05,1.44
5.040e-05,1.44
5.120e-05,1.48
5.200e-05,1.44
5.280e-05,1.44
5.360e-05,1.44
5.440e-05,1.44
5.520e-05,1.44
5.600e-05,1.48
5.680e-05,1.48
5.760e-05,1.48
5.840e-05,1.48
5.920e-05,1.48
6.000e-05,1.48
6.080e-05,1.48
6.160e-05,1.48
6.240e-05,1.44
6.320e-05,1.48
6.400e-05,1.48
6.480e-05,1.48
6.560e-05,1.44
6.640e-05,1.48
6.720e-05,1.48
6.800e-05,1.44
6.880e-05,1.48
6.960e-05,1.48
7.040e-05,1.48
7.120e-05,1.48
7.200e-05,1.44
7.280e-05,1.48
7.360e-05,1.44
7.440e-05,1.44
7.520e-05,1.44
7.600e-05,1.44
7.680e-05,1.44
7.760e-05,1.44
7.840e-05,1.4
7.920e-05,1.4
8.000e-05,1.4
8.080e-05,1.4
8.160e-05,1.4
8.240e-05,1.36
8.320e-05,1.4
8.400e-05,1.36
8.480e-05,1.36
8.560e-05,1.32
8.640e-05,1.32
8.720e-05,1.32
8.800e-05,1.32
8.880e-05,1.32
8.960e-05,1.28
9.040e-05,1.28
9.120e-05,1.28
9.200e-05,1.28
9.280e-05,1.28
9.360e-05,1.24
9.440e-05,1.24
9.520e-05,1.2
9.600e-05,1.2
9.680e-05,1.2
9.760e-05,1.2
9.840e-05,1.2
9.920e-05,1.16
1.000e-04,1.16
1.008e-04,1.16
1.016e-04,1.12
1.024e-04,1.12
1.032e-04,1.12
1.040e-04,1.08
1.048e-04,1.08
1.056e-04,1.08
1.064e-04,1.04
1.072e-04,1.08
1.080e-04,1.04
1.088e-04,1
1.096e-04,0.96
1.104e-04,0.96
1.112e-04,0.96
1.120e-04,0.92
1.128e-04,0.92
1.136e-04,0.92
1.144e-04,0.92
1.152e-04,0.92
1.160e-04,0.88
1.168e-04,0.88
1.176e-04,0.84
1.184e-04,0.8
1.192e-04,0.8
1.200e-04,0.76
1.208e-04,0.8
1.216e-04,0.76
1.224e-04,0.76
1.232e-04,0.72
1.240e-04,0.72
1.248e-04,0.68
1.256e-04,0.68
1.264e-04,0.64
1.272e-04,0.6
1.280e-04,0.6
1.288e-04,0.6
1.296e-04,0.56
1.304e-04,0.56
1.312e-04,0.56
1.320e-04,0.48
1.328e-04,0.48
1.336e-04,0.44
1.344e-04,0.44
1.352e-04,0.44
1.360e-04,0.4
1.368e-04,0.36
1.376e-04,0.4
1.384e-04,0.36
1.392e-04,0.32
1.400e-04,0.32
1.408e-04,0.28
1.416e-04,0.28
1.424e-04,0.24
1.432e-04,0.2
1.440e-04,0.2
1.448e-04,0.16
1.456e-04,0.16
1.464e-04,0.16
1.472e-04,0.16
1.480e-04,0.12
1.488e-04,0.08
1.496e-04,0.08
1.504e-04,0.04
1.512e-04,0
1.520e-04,0
1.528e-04,0
1.536e-04,-0.04
1.544e-04,-0.04
1.552e-04,-0.04
1.560e-04,-0.08
1.568e-04,-0.12
1.576e-04,-0.12
1.584e-04,-0.16
1.592e-04,-0.2
1.600e-04,-0.24
1.608e-04,-0.2
1.616e-04,-0.24
1.624e-04,-0.24
1.632e-04,-0.28
1.640e-04,-0.28
1.648e-04,-0.28
1.656e-04,-0.32
1.664e-04,-0.36
1.672e-04,-0.4
1.680e-04,-0.4
1.688e-04,-0.4
1.696e-04,-0.44
1.704e-04,-0.44
1.712e-04,-0.48
1.720e-04,-0.48
1.728e-04,-0.52
1.736e-04,-0.52
1.744e-04,-0.52
1.752e-04,-0.56
1.760e-04,-0.56
1.768e-04,-0.6
1.776e-04,-0.6
1.784e-04,-0.6
1.792e-04,-0.64
1.800e-04,-0.64
1.808e-04,-0.68
1.816e-04,-0.72
1.824e-04,-0.72
1.832e-04,-0.72
1.840e-04,-0.72
1.848e-04,-0.76
1.856e-04,-0.76
1.864e-04,-0.76
1.872e-04,-0.8
1.880e-04,-0.8
1.888e-04,-0.8
1.896e-04,-0.84
1.904e-04,-0.84
1.912e-04,-0.88
1.920e-04,-0.88
1.928e-04,-0.88
1.936e-04,-0.92
1.944e-04,-0.88
1.952e-04,-0.92
1.960e-04,-0.96
1.968e-04,-0.96
1.976e-04,-1
1.984e-04,-1
1.992e-04,-1
2.000e-04,-1.04
2.008e-04,-1.04
2.016e-04,-1.04
2.024e-04,-1.04
2.032e-04,-1.04
2.040e-04,-1.08
2.048e-04,-1.08
2.056e-04,-1.08
2.064e-04,-1.08
2.072e-04,-1.12
2.080e-04,-1.12
2.088e-04,-1.12
2.096e-04,-1.16
2.104e-04,-1.16
2.112e-04,-1.16
2.120e-04,-1.16
2.128e-04,-1.2
2.136e-04,-1.2
2.144e-04,-1.2
2.152e-04,-1.2
2.160e-04,-1.2
2.168e-04,-1.24
2.176e-04,-1.24
2.184e-04,-1.24
2.192e-04,-1.2
2.200e-04,-1.2
2.208e-04,-1.24
2.216e-04,-1.24
2.224e-04,-1.24
2.232e-04,-1.24
2.240e-04,-1.28
