Model,TBS1102X
2.248e-04,-1.28
2.256e-04,-1.28
2.264e-04,-1.28
2.272e-04,-1.24
2.280e-04,-1.28
2.288e-04,-1.28
2.296e-04,-1.28
2.304e-04,-1.28
2.312e-04,-1.28
2.320e-04,-1.28
2.328e-04,-1.28
2.336e-04,-1.28
2.344e-04,-1.28
2.352e-04,-1.32
2.360e-04,-1.28
2.368e-04,-1.28
2.376e-04,-1.28
2.384e-04,-1.28
2.392e-04,-1.32
2.400e-04,-1.28
2.408e-04,-1.28
2.416e-04,-1.28
2.424e-04,-1.28
2.432e-04,-1.32
2.440e-04,-1.28
2.448e-04,-1.28
2.456e-04,-1.28
2.464e-04,-1.28
2.472e-04,-1.28
2.480e-04,-1.28
2.488e-04,-1.24
2.496e-04,-1.24
2.504e-04,-1.28
2.512e-04,-1.24
2.520e-04,-1.24
2.528e-04,-1.24
2.536e-04,-1.24
2.544e-04,-1.24
2.552e-04,-1.24
2.560e-04,-1.2
2.568e-04,-1.2
2.576e-04,-1.2
2.584e-04,-1.2
2.592e-04,-1.2
2.600e-04,-1.24
2.608e-04,-1.2
2.616e-04,-1.16
2.624e-04,-1.16
2.632e-04,-1.2
2.640e-04,-1.12
2.648e-04,-1.12
2.656e-04,-1.12
2.664e-04,-1.12
2.672e-04,-1.16
2.680e-04,-1.08
2.688e-04,-1.08
2.696e-04,-1.08
2.704e-04,-1.08
2.712e-04,-1.08
2.720e-04,-1.04
2.728e-04,-1.04
2.736e-04,-1.04
2.744e-04,-1
2.752e-04,-1
2.760e-04,-1
2.768e-04,-0.96
2.776e-04,-0.96
2.784e-04,-0.92
2.792e-04,-0.92
2.800e-04,-0.92
2.808e-04,-0.92
2.816e-04,-0.88
2.824e-04,-0.88
2.832e-04,-0.88
2.840e-04,-0.84
2.848e-04,-0.84
2.856e-04,-0.8
2.864e-04,-0.8
2.872e-04,-0.8
2.880e-04,-0.76
2.888e-04,-0.76
2.896e-04,-0.76
2.904e-04,-0.76
2.912e-04,-0.76
2.920e-04,-0.72
2.928e-04,-0.68
2.936e-04,-0.68
2.944e-04,-0.68
2.952e-04,-0.64
2.960e-04,-0.6
2.968e-04,-0.6
2.976e-04,-0.56
2.984e-04,-0.6
2.992e-04,-0.6
3.000e-04,-0.56
3.008e-04,-0.56
3.016e-04,-0.52
3.024e-04,-0.48
3.032e-04,-0.48
3.040e-04,-0.44
3.048e-04,-0.44
3.056e-04,-0.4
3.064e-04,-0.4
3.072e-04,-0.4
3.080e-04,-0.4
3.088e-04,-0.36
3.096e-04,-0.32
3.104e-04,-0.36
3.112e-04,-0.32
3.120e-04,-0.32
3.128e-04,-0.28
3.136e-04,-0.32
3.144e-04,-0.28
3.152e-04,-0.24
3.160e-04,-0.24
3.168e-04,-0.24
3.176e-04,-0.24
3.184e-04,-0.24
3.192e-04,-0.24
3.200e-04,-0.2
3.208e-04,-0.2
3.216e-04,-0.2
3.224e-04,-0.2
3.232e-04,-0.2
3.240e-04,-0.2
3.248e-04,-0.2
3.256e-04,-0.16
3.264e-04,-0.16
3.272e-04,-0.16
3.280e-04,-0.16
3.288e-04,-0.16
3.296e-04,-0.16
3.304e-04,-0.16
3.312e-04,-0.12
3.320e-04,-0.12
3.328e-04,-0.12
3.336e-04,-0.12
3.344e-04,-0.12
3.352e-04,-0.12
3.360e-04,-0.12
3.368e-04,-0.08
3.376e-04,-0.12
3.384e-04,-0.12
3.392e-04,-0.08
3.400e-04,-0.12
3.408e-04,-0.08
3.416e-04,-0.08
3.424e-04,-0.08
3.432e-04,-0.12
3.440e-04,-0.12
3.448e-04,-0.08
3.456e-04,-0.08
3.464e-04,-0.08
3.472e-04,-0.08
3.480e-04,-0.08
3.488e-04,-0.08
3.496e-04,-0.08
3.504e-04,-0.08
3.512e-04,-0.04
3.520e-04,-0.04
3.528e-04,-0.04
3.536e-04,-0.04
3.544e-04,-0.04
3.552e-04,-0.04
3.560e-04,-0.04
3.568e-04,-0.08
3.576e-04,-0.04
3.584e-04,-0.04
3.592e-04,-0.04
3.600e-04,-0.04
3.608e-04,-0.04
3.616e-04,-0.04
3.624e-04,-0.04
3.632e-04,-0.04
3.640e-04,-0.04
3.648e-04,-0.04
3.656e-04,-0.04
3.664e-04,0
3.672e-04,-0.04
3.680e-04,-0.04
3.688e-04,-0.04
3.696e-04,-0.04
3.704e-04,-0.04
3.712e-04,-0.04
3.720e-04,-0.04
3.728e-04,-0.04
3.736e-04,-0.04
3.744e-04,-0.04
3.752e-04,-0.04
3.760e-04,-0.04
3.768e-04,0
3.776e-04,0
3.784e-04,-0.04
3.792e-04,0
3.800e-04,0
3.808e-04,0
3.816e-04,0
3.824e-04,0
3.832e-04,0
3.840e-04,0
3.848e-04,0
3.856e-04,0
3.864e-04,0
3.872e-04,0
3.880e-04,-0.04
3.888e-04,-0.04
3.896e-04,-0.04
3.904e-04,0
3.912e-04,0
3.920e-04,0
3.928e-04,0
3.936e-04,0
3.944e-04,0
3.952e-04,-0.04
3.960e-04,0
3.968e-04,-0.04
3.976e-04,0
3.984e-04,0
3.992e-04,0
4.000e-04,-0.04
4.008e-04,0
4.016e-04,0
4.024e-04,0
4.032e-04,0
4.040e-04,-0.04
4.048e-04,0
4.056e-04,-0.04
4.064e-04,0
4.072e-04,0
4.080e-04,0
4.088e-04,0
4.096e-04,0
4.104e-04,0
4.112e-04,0
4.120e-04,0
4.128e-04,0
4.136e-04,0
4.144e-04,0
4.152e-04,0
4.160e-04,0
4.168e-04,0
4.176e-04,-0.04
4.184e-04,0
4.192e-04,0
4.200e-04,0
4.208e-04,-0.04
4.216e-04,0
4.224e-04,0
4.232e-04,0
4.240e-04,0
4.248e-04,0
4.256e-04,0
4.264e-04,0
4.272e-04,0
4.280e-04,-0.04
4.288e-04,0
4.296e-04,0
4.304e-04,-0.04
4.312e-04,0
4.320e-04,0
4.328e-04,0
4.336e-04,-0.04
4.344e-04,0
4.352e-04,0
4.360e-04,0
4.368e-04,0
4.376e-04,0
4.384e-04,0
4.392e-04,0
4.400e-04,0
4.408e-04,-0.04
4.416e-04,-0.04
4.424e-04,-0.04
4.432e-04,0
4.440e-04,0
4.448e-04,-0.04
4.456e-04,0
4.464e-04,-0.04
4.472e-04,0
4.480e-04,-0.04
4.488e-04,0
4.496e-04,0
4.504e-04,-0.04
4.512e-04,-0.04
4.520e-04,-0.04
4.528e-04,-0.04
4.536e-04,-0.04
4.544e-04,-0.04
4.552e-04,-0.04
4.560e-04,-0.04
4.568e-04,0
4.576e-04,0
4.584e-04,0
4.592e-04,0
4.600e-04,-0.04
4.608e-04,-0.04
4.616e-04,0
4.624e-04,0
4.632e-04,-0.04
4.640e-04,0
4.648e-04,0
4.656e-04,0
4.664e-04,0
4.672e-04,0
4.680e-04,0
4.688e-04,-0.04
4.696e-04,0
4.704e-04,0
4.712e-04,0
4.720e-04,0
4.728e-04,0
4.736e-04,0
4.744e-04,-0.04
4.752e-04,0
4.760e-04,0
4.768e-04,0
4.776e-04,0
4.784e-04,0
4.792e-04,0
4.800e-04,0
4.808e-04,0
4.816e-04,0
4.824e-04,0
4.832e-04,0
4.840e-04,-0.04
4.848e-04,0
4.856e-04,0
4.864e-04,0
4.872e-04,-0.04
4.880e-04,0
4.888e-04,0
4.896e-04,0
4.904e-04,0
4.912e-04,0
4.920e-04,-0.04
4.928e-04,0
4.936e-04,-0.04
4.944e-04,0
4.952e-04,-0.04
4.960e-04,0
4.968e-04,0
4.976e-04,0
4.984e-04,0
4.992e-04,0
5.000e-04,0
5.008e-04,0
5.016e-04,0
5.024e-04,0
5.032e-04,0
5.040e-04,0
5.048e-04,0
5.056e-04,-0.04
5.064e-04,0
5.072e-04,0
5.080e-04,0
5.088e-04,-0.04
5.096e-04,0
5.104e-04,0
5.112e-04,0
5.120e-04,-0.04
5.128e-04,0
5.136e-04,0
5.144e-04,0
5.152e-04,-0.04
5.160e-04,0
5.168e-04,0
5.176e-04,0
5.184e-04,-0.04
5.192e-04,0
5.200e-04,-0.04
5.208e-04,0
5.216e-04,0
5.224e-04,0
5.232e-04,0
5.240e-04,0
5.248e-04,-0.04
5.256e-04,0
5.264e-04,0
5.272e-04,-0.04
5.280e-04,-0.04
5.288e-04,0
5.296e-04,0
5.304e-04,0
5.312e-04,-0.04
5.320e-04,0
5.328e-04,0
5.336e-04,0
5.344e-04,0
5.352e-04,0
5.360e-04,0
5.368e-04,0
5.376e-04,0
5.384e-04,0
5.392e-04,0
5.400e-04,0
5.408e-04,0
5.416e-04,0
5.424e-04,0
5.432e-04,0
5.440e-04,0
5.448e-04,0
5.456e-04,0
5.464e-04,0
5.472e-04,-0.04
5.480e-04,0
5.488e-04,0
5.496e-04,0
5.504e-04,-0.04
5.512e-04,0
5.520e-04,0
5.528e-04,0
5.536e-04,0
5.544e-04,0
5.552e-04,0
5.560e-04,-0.04
5.568e-04,0
5.576e-04,0
5.584e-04,0
5.592e-04,0
5.600e-04,-0.04
5.608e-04,-0.04
5.616e-04,0
5.624e-04,0
5.632e-04,0
5.640e-04,0
5.648e-04,0
5.656e-04,-0.04
5.664e-04,0
5.672e-04,-0.04
5.680e-04,0
5.688e-04,0
5.696e-04,0
5.704e-04,0
5.712e-04,0
5.720e-04,0
5.728e-04,0
5.736e-04,-0.04
5.744e-04,0
5.752e-04,0
5.760e-04,0
5.768e-04,0
5.776e-04,0
5.784e-04,0
5.792e-04,0
5.800e-04,0
5.808e-04,0
5.816e-04,0
5.824e-04,-0.04
5.832e-04,0
5.840e-04,-0.04
5.848e-04,0
5.856e-04,0
5.864e-04,0
5.872e-04,0
5.880e-04,0
5.888e-04,0
5.896e-04,0
5.904e-04,-0.04
5.912e-04,0
5.920e-04,0
5.928e-04,0
5.936e-04,0
5.944e-04,0
5.952e-04,0
5.960e-04,0
5.968e-04,0
5.976e-04,0
5.984e-04,-0.04
5.992e-04,0
6.000e-04,0
6.008e-04,0
6.016e-04,0
6.024e-04,-0.04
6.032e-04,0
6.040e-04,0
6.048e-04,0
6.056e-04,0
6.064e-04,0
6.072e-04,0
6.080e-04,0
6.088e-04,0
6.096e-04,-0.04
6.104e-04,0
6.112e-04,0
6.120e-04,0
6.128e-04,-0.04
6.136e-04,-0.04
6.144e-04,0
6.152e-04,0
6.160e-04,0
6.168e-04,-0.04
6.176e-04,0
6.184e-04,0
6.192e-04,0
6.200e-04,0
6.208e-04,0
6.216e-04,-0.04
6.224e-04,0
6.232e-04,0
6.240e-04,0
6.248e-04,-0.04
6.256e-04,0
6.264e-04,0
6.272e-04,0
6.280e-04,0
6.288e-04,0
6.296e-04,0
6.304e-04,0
6.312e-04,0
6.320e-04,0
6.328e-04,0
6.336e-04,0
6.344e-04,0
6.352e-04,0
6.360e-04,0
6.368e-04,0
6.376e-04,0
6.384e-04,0
6.392e-04,0
6.400e-04,0
6.408e-04,0
6.416e-04,0
6.424e-04,0
6.432e-04,0
6.440e-04,0
6.448e-04,0
6.456e-04,-0.04
6.464e-04,-0.04
6.472e-04,0
6.480e-04,0
6.488e-04,0
6.496e-04,0
6.504e-04,0
6.512e-04,0
6.520e-04,0
6.528e-04,0
6.536e-04,0
6.544e-04,0
6.552e-04,0
6.560e-04,0
6.568e-04,0
6.576e-04,0
6.584e-04,-0.04
6.592e-04,0
6.600e-04,0
6.608e-04,0
6.616e-04,0
6.624e-04,-0.04
6.632e-04,0
6.640e-04,0
6.648e-04,0
6.656e-04,0
6.664e-04,0
6.672e-04,0
6.680e-04,0
6.688e-04,0
6.696e-04,0
6.704e-04,0
6.712e-04,0
6.720e-04,-0.04
6.728e-04,0
6.736e-04,-0.04
6.744e-04,-0.04
6.752e-04,0
6.760e-04,-0.04
6.768e-04,0
6.776e-04,0
6.784e-04,-0.04
6.792e-04,0
6.800e-04,-0.04
6.808e-04,0
6.816e-04,0
6.824e-04,0
6.832e-04,0
6.840e-04,0
6.848e-04,0
6.856e-04,0
6.864e-04,0
6.872e-04,-0.04
6.880e-04,0
6.888e-04,0
6.896e-04,0
6.904e-04,-0.04
6.912e-04,0
6.920e-04,0
6.928e-04,0
6.936e-04,0
6.944e-04,-0.04
6.952e-04,-0.04
6.960e-04,0
6.968e-04,0
6.976e-04,0
6.984e-04,0
6.992e-04,0
7.000e-04,0
7.008e-04,-0.04
7.016e-04,0
7.024e-04,0
7.032e-04,0
7.040e-04,0
7.048e-04,0
7.056e-04,0
7.064e-04,0
7.072e-04,0
7.080e-04,0
7.088e-04,0
7.096e-04,0
7.104e-04,0
7.112e-04,-0.04
7.120e-04,-0.04
7.128e-04,0
7.136e-04,0
7.144e-04,-0.04
7.152e-04,0
7.160e-04,0
7.168e-04,0
7.176e-04,-0.04
7.184e-04,0
7.192e-04,-0.04
7.200e-04,0
7.208e-04,0
7.216e-04,0
7.224e-04,0
7.232e-04,0
7.240e-04,-0.04
7.248e-04,0
7.256e-04,-0.04
7.264e-04,-0.04
7.272e-04,0
7.280e-04,0
7.288e-04,0
7.296e-04,0
7.304e-04,0
7.312e-04,0
7.320e-04,-0.04
7.328e-04,0
7.336e-04,0
7.344e-04,0
7.352e-04,0
7.360e-04,0
7.368e-04,0
7.376e-04,0
7.384e-04,0
7.392e-04,0
7.400e-04,0
7.408e-04,0
7.416e-04,0
7.424e-04,0
7.432e-04,0
7.440e-04,0
7.448e-04,-0.04
7.456e-04,0
7.464e-04,0
7.472e-04,0
7.480e-04,0
7.488e-04,0
7.496e-04,0
7.504e-04,-0.04
7.512e-04,0
7.520e-04,0
7.528e-04,0
7.536e-04,0
7.544e-04,0
7.552e-04,0
7.560e-04,0
7.568e-04,0
7.576e-04,-0.04
7.584e-04,-0.04
7.592e-04,-0.04
7.600e-04,0
7.608e-04,0
7.616e-04,0
7.624e-04,0
7.632e-04,0
7.640e-04,0
7.648e-04,0
7.656e-04,0
7.664e-04,-0.04
7.672e-04,0
7.680e-04,0
7.688e-04,0
7.696e-04,-0.04
7.704e-04,0
7.712e-04,0
7.720e-04,0
7.728e-04,0
7.736e-04,0
7.744e-04,0
7.752e-04,0
7.760e-04,0
7.768e-04,-0.04
7.776e-04,-0.04
7.784e-04,0
7.792e-04,0
7.800e-04,0
7.808e-04,0
7.816e-04,0
7.824e-04,0
7.832e-04,0
7.840e-04,0
7.848e-04,0
7.856e-04,0
7.864e-04,0
7.872e-04,0
7.880e-04,0
7.888e-04,0
7.896e-04,0
7.904e-04,0
7.912e-04,-0.04
7.920e-04,0
7.928e-04,0
7.936e-04,0
7.944e-04,-0.04
7.952e-04,0
7.960e-04,0
7.968e-04,0
7.976e-04,0
7.984e-04,0
7.992e-04,0

